title,date,text,auhor,category,url
Google se rende à ditadura do politicamente correto,05.04.19 13:27,Durou uma semana o comitê de ética criado pelo Google para fiscalizar o desenvolvimento na área de inteligência artificial.,Peri,Sociedade,https://www.oantagonista.com/sociedade/google-se-rende-a-ditadura-do-politicamente-correto/
Ana Paula e o politicamente insano,05.04.19 07:47,Ana Paula Henkel escreveu para a ,Brutus,Sociedade,https://www.oantagonista.com/sociedade/ana-paula-e-o-politicamente-insano/
Bolsonaro oficializa fim do horário de verão,05.04.19 17:44,"O porta-voz da Presidência, Otávio do Rêgo Barros, informou hoje que não haverá horário de verão neste ano, registra o G1.",Fernando.W,Sociedade,https://www.oantagonista.com/sociedade/bolsonaro-oficializa-fim-do-horario-de-verao/
Deputados oposicionistas são detidos por Maduro,06.04.19 15:02,Dois deputados da oposição foram detidos neste sábado por forças bolivarianas do ditador Nicolás Maduro durante um protesto convocado por Juan Guaidó.,BrasilSocialista,Mundo,https://www.oantagonista.com/mundo/deputados-oposicionistas-sao-detidos-por-maduro/
Hamas chama Flávio Bolsonaro de ‘filho de extremista’,05.04.19 17:49,"O Hamas, grupo terrorista que controla a faixa de Gaza, respondeu ao tuíte publicado –e depois apagado– por Flávio Bolsonaro, que disse querer que o grupo “se exploda”, registra o Estadão.",João,Mundo,https://www.oantagonista.com/mundo/hamas-chama-flavio-bolsonaro-de-filho-de-extremista/
"Reforma, reforma e reforma",05.04.19 10:06,"No evento do Lide de João Doria em Campos de Jordão, só se fala na reforma da Previdência.",claudio,Economia,https://www.oantagonista.com/economia/reforma-reforma-e-reforma/
Justiça bloqueia R$ 100 milhões da Braskem por afundamento de bairro em Maceió,04.04.19 19:37,"A Justiça de Alagoas determinou hoje o bloqueio de R$ 100 milhões da Braskem, indústria química do grupo Odebrecht, registra a Folha.",Roberto,Sociedade,https://www.oantagonista.com/sociedade/justica-bloqueia-r-100-milhoes-da-braskem-por-afundamento-de-bairro-em-maceio/
O campeão dos leilões,05.04.19 17:31,"O Ministério da Infraestrutura leiloou hoje mais seis terminais portuários no Pará, arrecadando quase R$ 450 milhões.",Francisca,Economia,https://www.oantagonista.com/economia/o-campeao-dos-leiloes/
AGU quer desistir de metade dos recursos no STJ contra concessão de aposentadorias,05.04.19 11:28,A Advocacia-Geral da União pretende desistir de até 50% dos recursos apresentados em favor do INSS no Superior Tribunal de Justiça que questionam a concessão de aposentadorias.,XYZ,Economia,https://www.oantagonista.com/economia/agu-quer-desistir-de-metade-dos-recursos-no-stj-contra-concessao-de-aposentadorias/
"Enquanto isso, a selvageria no Rio",04.04.19 10:26,"Roberto Almeida, espancado por outros torcedores no meio da rua em Copacabana ontem, continua internado em estado grave.",Ryu,Sociedade,https://www.oantagonista.com/sociedade/enquanto-isso-selvageria-no-rio/
Agamenon: “#DentroTemer!”  ,23.03.19 12:13,"O Brasil está acabando! Não vai ficar pedra sobre pedra, mesmo porque a pedreira foi superfaturada pela Roudebrecht. O senador Tasso Jereissati disse que essas prisões estão desmoralizando a política. Tem razão! Que democracia é essa que nem se pode mais roubar em paz, ganhar a vida desonestamente sem ser molestado pelos meganhas da Polícia Federal?",Luciano,Cultura,https://www.oantagonista.com/cultura/agamenon-dentrotemer/
Agamenon: “A Justiça Farda Mas Não Talha!”,18.03.19 09:20,"O STF, Supremo Tribunal de Frango, aprontou mais uma: vai mandar pra Justiça Eleitoral os políticos acusados de pensar fora da caixa, Caixa 2. Realmente, esses nossos juízes não se emendam, mesmo porque a emenda tem que ser constitucional.",Volmer,Cultura,https://www.oantagonista.com/cultura/agamenon-justica-farda-mas-nao-talha/
Agamenon: “Queda de Bruços”               ,31.03.19 06:00,"É melhor Jair se acostumando: o governo do presidente “Bozo”naro é uma palhaçada! Para aumentar as trapalhadas do capitão, ainda tem o animado trio de filhos −Moe, Larry e Shemp Bolsonaro, Os Três Patetas mais votados do Brasil.",Tereza,Cultura,https://www.oantagonista.com/cultura/agamenon-queda-de-brucos/
"Bolsonaro assegurou que Lei Rouanet vai continuar, diz Doria",26.03.19 17:11,"Depois de ir a Brasília para a reunião de governadores, João Doria participou de um evento, no Palácio dos Bandeirantes, para apresentar o projeto de restauro do Museu do Ipiranga a eventuais patrocinadores, relata a Folha.",Almanakut,Cultura,https://www.oantagonista.com/cultura/bolsonaro-assegurou-que-lei-rouanet-vai-continuar-diz-doria/
Vingadores do Cinemark,03.04.19 08:47,"O boicote ao Cinemark, segundo O Globo, não deu muito certo.",PAULOQUARESMA,Cultura,https://www.oantagonista.com/cultura/vingadores-do-cinemark/
EUA devem classificar Guarda Revolucionária do Irã como terrorista,05.04.19 20:29,"Os EUA devem designar a Guarda Revolucionária do Irã como uma organização terrorista, informaram à agência Reuters três autoridades norte-americanas.",Presidente-XVII,Mundo,https://www.oantagonista.com/mundo/eua-devem-classificar-guarda-revolucionaria-do-ira-como-terrorista/
O crachá dos milicianos de Maduro,05.04.19 17:19,"Os membros dos “coletivos”, as milícias paramilitares que disparam contra a população nos protestos contra a ditadura de Nicolás Maduro, têm crachá de identificação.",DireitaMan,Mundo,https://www.oantagonista.com/mundo/o-cracha-dos-milicianos-de-maduro/
Novas sanções à Venezuela,06.04.19 13:44,Os Estados Unidos vão impor novas sanções à Venezuela.,Zoksales,Mundo,https://www.oantagonista.com/mundo/novas-sancoes-a-venezuela/
O comediante favorito da Ucrânia,06.04.19 14:08,O comediante Vladimir Zelensky pode se tornar o próximo presidente da Ucrânia no dia 21 de abril.,GAC,Mundo,https://www.oantagonista.com/mundo/o-comediante-favorito-da-ucrania/
Lula solto amanhã,06.04.19 15:19,A ,Zé,Brasil,https://www.oantagonista.com/brasil/lula-solto-amanha-2/
Mourão: “Sou complementar ao presidente”,06.04.19 14:27,O general Hamilton Mourão afirmou neste sábado que “jamais” atuou como contraponto a Jair Bolsonaro.,Fábio,Brasil,https://www.oantagonista.com/brasil/mourao-eu-sou-complementar-ao-presidente/
Relator do projeto de Moro quer endurecer pena para caixa dois,06.04.19 15:57,"Márcio Bittar, relator no Senado do projeto de Sergio Moro que criminaliza o caixa dois, quer endurecer a pena se comprovada a origem ilícita do dinheiro.",Fernando.W,Brasil,https://www.oantagonista.com/brasil/relator-do-projeto-de-moro-quer-endurecer-pena-para-caixa-dois/
Entre Bolsonaro e Delegado Waldir,06.04.19 15:21,Deputados do PSL contrariaram Jair Bolsonaro ao votarem contra a proposta do deputado Marcel van Hattem (Novo-RS) para permitir aos partidos devolver recursos que não usam do Fundo Partidário.,Matheus,Brasil,https://www.oantagonista.com/brasil/entre-bolsonaro-e-delegado-waldir/
PGR quer que investigação sobre Paulo Bauer vá para Justiça Federal,06.04.19 15:36,"A PGR requereu ao STF nesta sexta-feira o envio para a Justiça Federal de São Paulo a investigação que cita o ex-senador tucano Paulo Bauer em atos de corrupção ativa, passiva e lavagem de dinheiro.",BrasilSocialista,Brasil,https://www.oantagonista.com/brasil/pgr-quer-que-investigacao-sobre-paulo-bauer-va-para-justica-federal/
Deputada quer audiência com Moro para explicar acesso a dados de Bolsonaro,06.04.19 14:45,A deputada federal Norma Ayub disse neste sábado que vai solicitar uma audiência com Sergio Moro para esclarecer o acesso ilegal de servidores da Receita Federal a dados fiscais de Jair Bolsonaro.,Everton,Brasil,https://www.oantagonista.com/brasil/deputada-quer-audiencia-com-moro-para-explicar-acesso-a-dados-de-bolsonaro/
A fuga para o Paraguai,05.04.19 10:13,"No evento do Lide de João Doria, em Campos do Jordão, empresários comentam nos bastidores que “está muito melhor para investir no Paraguai”, onde custo e burocracia são menores do que no Brasil.",JOSE,Economia,https://www.oantagonista.com/economia/fuga-para-o-paraguai/
"Nana Caymmi chama Gil, Caetano e Chico de ‘chupadores de pau de Lula’",28.03.19 17:41,"Nana Caymmi, que está lançando disco novo, soltou o verbo em entrevista à Folha, na qual diz ter votado em Jair Bolsonaro no segundo turno –na contramão da maioria de seus colegas artistas.",Lucy,Cultura,https://www.oantagonista.com/cultura/nana-caymmi-chama-gil-caetano-e-chico-de-chupadores-de-pau-de-lula/
